Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
Sarah and the Safe Word,1055856,51568,"Sarah and the Safe Word are a Rock Cabaret band from Atlanta, Georgia. <a href=""https://www.last.fm/music/Sarah+and+the+Safe+Word"">Read more on Last.fm</a>","Will Wood and the Tapeworms, Dirt Poor Robins, Kabaret Sybarit, Will Wood, A Verbal Equinox"
1000mods,1859380,87063,"1000mods is a psychedelic/stoner rock band from Chiliomodi, Greece. They were formed in the summer of 2006 and since then, they have played hundreds of live shows, including openings for Brant Bjork, Colour Haze, Karma to Burn, My Sleeping Karma, Radio Moscow and many others. Their commitment to vintage equipment, thick and heavy analog sound and their remarkably passionate on stage performance is what sets them apart.

In the beginning of 2007 they released their first (self-financed) EP “Blank Reality” on CD <a href=""https://www.last.fm/music/1000mods"">Read more on Last.fm</a>","Truckfighters, Greenleaf, Stoned Jesus, The Devil And The Almighty Blues, Dozer"
Breakdown of Sanity,6480439,98954,"Breakdown of Sanity was a melodic metalcore/deathcore band formed in Spring 2007 in Bern, Switzerland.

The band's name is intended to reflect the aggression of the music and the gloomy zeitgeist of today's society. Breakdown of Sanity is one of the DIY movement in the typical hardcore punk bands of the early years was. Breakdown of Sanity is a registered member of SUISA .
Breakdown of Sanity played their last concert in 2017 in their hometown Bern. <a href=""https://www.last.fm/music/Breakdown+of+Sanity"">Read more on Last.fm</a>","Feed Her to the Sharks, Buried in Verona, Miss May I, Caliban, August Burns Red"
Æther Realm,1914741,56182,"Melodic death metal with folk and viking themes from North Carolina.

Vincent Jones - Bass/Vocals
Tyler Gresh - Drums
Donny Burbage - Guitar
Heinrich Arnold - Guitar

Bandcamp, support the band! <a href=""https://www.last.fm/music/+noredirect/%C3%86ther+Realm"">Read more on Last.fm</a>","Nekrogoblikon, Wizardthrone, Whispered, Imperial Circus Dead Decadence, Wilderun"
Drakum,183957,18903,"Drakum is a folk metal band from Barcelona, Spain. The band started in December 2009, after a year looking for the right members.  In 2010 they were immersed in the songwriting and recording their first demo ""Around The Oak"". In 2011 they were promoting 'Around The Oak ""receiving rave reviews, and started the live activity, which has led them to cross their borders, playing festivals in various countries such as Slovenia, Croatia and Ukraine. In 2014 they released their first LP ""Torches Will Rise Again"". <a href=""https://www.last.fm/music/Drakum"">Read more on Last.fm</a>","Northland, Wolfchant, Vanir, Grimner, Heathen Foray"
Boundaries,3247079,55963,"There are several artists named Boundaries:

1) Boundaries is a five-piece metalcore band from Hartford, Connecticut, comprising of frontman Matt McDougal, drummer Tim Sullivan, bassist Nathan Calcagno and Cody DelVecchio and Cory Emond both on guitars. They released their first full-length album Your Receding Warmth in 2020, and their second full-length offering, Burying Brightness in 2022. The band is currently signed to 3DOT Recordings.

2) Boundaries is a shoegaze/post-punk band from Denmark. <a href=""https://www.last.fm/music/Boundaries"">Read more on Last.fm</a>","Foreign Hands, Boundaries, Matt Honeycutt, Dying Wish, Counterparts, Knocked Loose"
Joel Lindfors,117014,16407," <a href=""https://www.last.fm/music/Joel+Lindfors"">Read more on Last.fm</a>","Jake Howsam Lowe, Stephen Taranto, Interiors, Poh Hock, Connor Kaminski"
Svrm,323548,20599,"Atmospheric black metal from Kharkiv, Ukraine.
See Bandcamp for releases. <a href=""https://www.last.fm/music/svrm"">Read more on Last.fm</a>","Windswept, Drudkh, Khors, They Came From Visions, Ellende"
Lords of Black,326005,18808,"Lords of Black is a Spanish power metal band formed in Madrid in 2014 by guitarist Tony Hernando and singer Ronnie Romero.

Founding, early career
Tony Hernando founded, Lords Of Black with Ronnie Romero. They were joined in the project by drummer Andy Cobos who was previously in Saratoga with Hernando and they begin writing and recording their debut album with Tony Hernando and Roland Grapow acting as producers. Their debut, self-titled album, Lords of Black, was released in May 2014. <a href=""https://www.last.fm/music/Lords+of+Black"">Read more on Last.fm</a>","The Ferrymen, Manimal, Nils Patrik Johansson, Allen-Lande, Firewind"
Nachtblut,1115476,33211,"There are at least three bands called Nachtblut:

(1) Melodic Dark / Black Metal from Osnabrück, a small city near the economical and cultural metropolis Mettingen, in Germany.. Formed in 2005 by the singer and songwriter Askeroth. Released their first album ""Das erste Abendmahl"" in 2007. In the year 2009 they released their second album, titeld ""Antik"". http://www.nachtblut.com They have played several concerts in Mettingen, Wersen, Lotte and Ibbenbüren.  <a href=""https://www.last.fm/music/Nachtblut"">Read more on Last.fm</a>","Schwarzer Engel, Dorn, Eisregen, Dark the Suns, Cryptic Wintermoon"
Helleruin,191578,14280,"Helleruin is a Dutch black metal project from Groningen, founded in 2015. All studio instruments and vocals by Carchost. <a href=""https://www.last.fm/music/Helleruin"">Read more on Last.fm</a>","Warmoon Lord, Sarastus, Ninkharsag, Primordial Serpent, Doedsvangr"
Words Of Farewell,713279,27544,"Words of Farewell is a progressive/melodic death metal band from Münster/Ruhr, Germany formed in early 2007.

After four months of rehearsing, the 7 track EP 'Ashes of the Coming Dawn ' was recorded at Boombox Studios in Lünen and published in a quantity of 500 units.

In autumn 2008 the band recorded the 4 track CD 'From Now On...' for promotional purposes at Total Recall Studios in Herten. It was pressed in limited numbers to be sent out to record labels and venues, distributed at live concerts and additionally offered as free download. <a href=""https://www.last.fm/music/Words+of+Farewell"">Read more on Last.fm</a>","Fractal Gates, Horizon Ignited, Eye of the Enemy, Countless Skies, Lahmia"
Caligula's Horse,4878744,87723,"Taking their name from the mad Roman emperor and his beloved steed Incitatus, Caligula's Horse is an Australian progressive rock/metal band intent on bridging the gap between dynamic, meaningful songwriting and instrumental prowess.

The brainchild of guitarist, songwriter and producer Sam Vallen, Caligula's Horse - initially composed of just Vallen and vocalist Jim Grey - released its digital debut “Moments From Ephemeral City” in April 2011 <a href=""https://www.last.fm/music/Caligula%27s+Horse"">Read more on Last.fm</a>","Haken, Leprous, VOLA, Earthside, TesseracT"
Yoth Iria,242446,16347,"After years of inner peace, the chants of the unholy can now be heard again. A grand blend of heavy/doom and epic black metal that will travel the underground into dark realms and silent hills....
A sinister offspring of Jim Mutilator and The Magus.

A massive comeback from the duet, which developed and pioneered the underground scene back in the day. Jim Mutilator was the first bassist and a founding member of the Greek black metal band Rotting Christ. <a href=""https://www.last.fm/music/Yoth+Iria"">Read more on Last.fm</a>","Rotting Christ, In Aphelion, Winterfylleth, Sakis Tolis, Seth"
Code Orange,6220547,199019,"Code Orange (formerly Code Orange Kids) is an American metalcore band that formed in Pittsburgh, Pennsylvania, United States in 2008. The band consists of guitarist, keyboardist and backing vocalist Eric ""Shade"" Balderose, guitarist and vocalist Reba Meyers, vocalist and drummer Jami Morgan, bassist Joe Goldman, guitarist Dominic Landolina and session drummer Ethan Young.

The band signed to Deathwish Inc. for their first two studio albums: Love Is Love/Return to Dust released in 2012 and I Am King in 2014. <a href=""https://www.last.fm/music/Code+Orange"">Read more on Last.fm</a>","Code Orange Kids, Jesus Piece, Harm's Way, End, Vein.fm"
The Red Jumpsuit Apparatus,28200235,1396168,"The Red Jumpsuit Apparatus is an alternative rock/post-hardcore band that was originally formed in 2003 in Middleburg, Florida, about 30 miles south west of Jacksonville. The current members of the band are Ronnie Winter, the lead vocalist, Joey Westwood, bassist, Josh Burke, guitarist,  & Jon Wilkes, drummer, all of whom do back-up vocals. 

Art often thrives in the aftermath of adversity, and since we last heard from Red Jumpsuit Apparatus, there have been plenty of variables that the five-piece alternative rock act had to endure. <a href=""https://www.last.fm/music/The+Red+Jumpsuit+Apparatus"">Read more on Last.fm</a>","Mayday Parade, We the Kings, Secondhand Serenade, Yellowcard, Story of the Year"
Carach Angren,4186399,85136,"Carach Angren is a symphonic metal band from the Netherlands, formed by two members of the now-defunct bands Inger Indolia and Vaultage. Their style is characterized by prominent usage of orchestral arrangements, harsh vocals, and guitar riffs. Their studio albums are concept albums with lyrics based on ghost stories and folklore, such as the Flying Dutchman. The band sets itself apart from other symphonic metal artists with the usage of multiple languages such as English, French, German, and Dutch. <a href=""https://www.last.fm/music/Carach+Angren"">Read more on Last.fm</a>","Dimmu Borgir, Cradle of Filth, Dark Fortress, Stormlord, Graveworm"
NOVELISTS,1821670,79102,"1. Novelists (formerly known as Novelists FR) is a progressive metalcore band hailing from Paris, France. The band was founded in April 2013 and is currently signed to Out of Line Music.

The current lineup of Novelists consists of Florestan Durand on guitar, Amael Durand on drums, Nicolas Delestrade on bass guitar, and Pierre Danel on guitar, who joined the band in 2021. Previously, Charles-Henri Teule served as a guitarist from 2013 to 2018, while Matteo Gelsomino was the lead vocalist from 2013 to 2020 <a href=""https://www.last.fm/music/Novelists"">Read more on Last.fm</a>","Novelists FR, ERRA, Volumes, Northlane, Resolve"
Pain of Salvation,25848034,354144,"Pain of Salvation is a progressive rock band from Eskilstuna, Sweden. The band centres on lead vocalist, guitarist, composer, and writer Daniel Gildenlöw.

Trademarks include concept albums focusing on social, environmental, philosophical, and emotional issues as well as songs that incorporate complex rhythms and time changes but retain flowing melodies.

The band was formed by Gildenlöw in 1984 under the name Reality. The band used to participate in many music contests in their homeland of Sweden. <a href=""https://www.last.fm/music/Pain+of+Salvation"">Read more on Last.fm</a>","Riverside, Leprous, Haken, Ayreon, Dream Theater"
Dream Demon,57979,13742," <a href=""https://www.last.fm/music/Dream+Demon"">Read more on Last.fm</a>","Reece Young, Phrenia, Oni, Devil May Care, Bad/Love"
156/Silence,1289764,49928,"Formed in Pittsburgh, 156/Silence storms the metalcore scene with relentless energy and uncompromising passion. With over 2 million catalog streams, they've swiftly established themselves as a force to be reckoned with. They return with their latest single, 'Unreasonable Doubt', following the success of tracks like 'A Past Embrace', which garnered over 100K views on YouTube in its debut weekend. <a href=""https://www.last.fm/music/156%2FSilence"">Read more on Last.fm</a>","Boundaries, Cane Hill, God Complex, Thrown, VCTMS"
The Acacia Strain,10814877,238317,"The Acacia Strain is a metal band from Chicopee, Massachusetts, US that formed in 2001.  The band have since undergone numerous changes in their lineup. To date, they have released seven studio albums, two split albums, two EPs, and have appeared on the Soundtrack for Homefront. The Acacia Strain have said they dislike genre labels, and instead describe themselves as ""Heavy."" ""You might hear other music that sounds like it, but those bands can't touch what we have. <a href=""https://www.last.fm/music/The+Acacia+Strain"">Read more on Last.fm</a>","Oceano, Bodysnatcher, Despised Icon, Emmure, Chamber"
Countless Skies,447243,22794,"Countless Skies burst onto the metal scene with their self-titled EP in late 2014. Blending progressive and darkly intense music influenced by their Scandinavian melodeth heroes, the EP received acclaim worldwide and began a flood of shows up and down their native UK with multiple highlights including an invitation to Bloodstock Open Air 2015.

Building upon their rapid momentum, the band soon caught the attention of Kolony Records, a deal was signed and the band began work on their debut full length. <a href=""https://www.last.fm/music/Countless+Skies"">Read more on Last.fm</a>","Words of Farewell, Fractal Gates, Insomnium, Be'lakor, In Mourning"
Blackfield,15307514,290959,"Blackfield is a collaborative music project led by Israeli rock singer Aviv Geffen. Together with the English musician Steven Wilson, they have released three albums under the moniker: Blackfield and Blackfield II as equal partners, and Welcome to my DNA with Geffen taking a more dominant role. With the release of  Blackfield IV in 2013, Wilson is taking an even more passive role, acting only as a contributor and mixer, and played his last live show with Blackfield in April 2014. <a href=""https://www.last.fm/music/Blackfield"">Read more on Last.fm</a>","Steven Wilson, Porcupine Tree, The Pineapple Thief, Riverside, No-Man"
Pallbearer,3069951,134677,"Pallbearer is a doom metal band from Little Rock, Arkansas, United States. The band features two members of the psychedelic drone band SPORTS, as well as members of Soophie Nun Squad and Placid Eclipse.

Pallbearer released their debut album ""Sorrow and Extinction"" in February 2012 via Profound Lore Records to much critical acclaim.

The current line-up is:
Brett Campbell - vocals, guitar
Devin Holt - guitar
Joseph D. Rowland - bass
Mark Lierly - drums <a href=""https://www.last.fm/music/Pallbearer"">Read more on Last.fm</a>","Khemmis, YOB, REZN, Elder, Monolord"
Schandmaul,12477251,166476,"Schandmaul is a German rock/folk band. The band specializes in a genre of music often known as ""Medieval-Folk Rock,"" because they often include instruments typically used in medieval folksongs—such as the bagpipes and shawms—as parts of their rock sound. Contemporary groups in the same vein include Subway to Sally, In Extremo, Saltatio Mortis, Regicide, and Letzte Instanz.

Schandmaul was founded in the summer of 1998, when six musicians from Munich and the surrounding area decided to put on a concert of folksongs. <a href=""https://www.last.fm/music/Schandmaul"">Read more on Last.fm</a>","Subway to Sally, Versengold, Saltatio Mortis, In Extremo, Letzte Instanz"
Berzerker Legion,44165,4992,"Berzerker Legion is a 5-member coalition of death metal veterans from the European continent, formed in 2016 by guitarists Tomas Elofsson (Hypocrisy) and Alwin Zuur (Asphyx). 
With a vision to create death metal of the highest quality they recruited a line-up of solid well-known musicians consisting of James Stewart (Vader) on drums, Jonny Pettersson (Wombbath) on vocals and Fredrik Isaksson (Dark Funeral) on bass to complete the Legion. And with decades of combined experience in both the studio as well as live performances <a href=""https://www.last.fm/music/Berzerker+Legion"">Read more on Last.fm</a>","Night In Gales, Sodomisery, Carnal Savagery, Blood Red Throne, Bodyfarm"
IQ,2108798,90580,"1. Born in the UK in the '70s as The Lens, IQ remained, with Marillion, one of the very few progressive rock artists in the '80s.  The style of their earlier material drew constant comparisons to that of groups like Genesis, but the band has always rejected the 'neo-progressive' tag bestowed upon them.

Their 1993 offering Ever was marked by the return of original singer, Peter Nicholls, and was one of the first of the progressive revival of the '90s. <a href=""https://www.last.fm/music/IQ"">Read more on Last.fm</a>","Arena, Pallas, Pendragon, Big Big Train, Marillion"
Body Count,4437800,243378,"Body Count is an American metal band formed in Los Angeles in 1990. The group is fronted by Ice-T, who first established himself as a rapper but co-founded the group with lead guitarist Ernie C out of their interest in heavy metal music. Ice-T took on the role of vocalist and writing the lyrics for most of Body Count's songs, while Ernie C has been responsible for writing the group's music.

Body Count's self-titled debut album was released on Sire Records in 1992, and garnered much attention due to a controversy around the song ""Cop Killer"". <a href=""https://www.last.fm/music/Body+Count"">Read more on Last.fm</a>","Biohazard, Downset, Suicidal Tendencies, Dog Eat Dog, Powerflo"
Dopelord,1012443,62211,"Dopelord is a stoner / doom metal band from Lublin, Poland that was founded in late 2010 by musicians from Klingonian Beauty and Solarbabes. The main lyrical inspirations for their songs are classic horror movies, the occult and 'magical herbs'.

http://dopelord.bandcamp.com <a href=""https://www.last.fm/music/Dopelord"">Read more on Last.fm</a>","Monolord, Windhand, Belzebong, Pale Keeper, Toke"
Noisecide,33191,5332,"Noisecide, founded in August 2011 by Legna Zenemig and Sophia Orrego, former members of A Few Memories. Together they started to compose songs just to have fun with a totally open mindedness experimenting with new music genres adding to their alternative trend influences some new elements to keep it fresh. They already have finished a new and debut album called ""The Electrical"" that will be out soon. <a href=""https://www.last.fm/music/noisecide"">Read more on Last.fm</a>","4Th Point, The Game Shop, Ksenia Lewis, Normundy, Entail of Crow"
Allen/Olzon,106334,8061," <a href=""https://www.last.fm/music/Allen%2FOlzon"">Read more on Last.fm</a>","The Dark Element, Beyond the Black, Anette Olzon, Dark Sarah, Ad Infinitum"
InVisions,593927,40929,"InVisions is a Melodic Metalcore/Post-Hardcore band from York - North Yorkshire, UK. Started back in January 2016, when Ben Ville (vocals) approached Lucas Gabb (guitars) about starting a new project after the demise of their previous bands, then recruited Alex Scott (guitars) and booked a studio session for their debut single within a week. Drummer Josh Hardy soon joined after an introduction from the band’s producers Sam and Joe Graves from Innersound Studios. <a href=""https://www.last.fm/music/Invisions"">Read more on Last.fm</a>",
Pain of Truth,1202767,40309,"1) Beatdown band from Long Island, NY.

Members: Chris Rini, Michael Smith , Nik Hansen, Ridge Rhine, Zach Stachura

2) German thrash metal band. <a href=""https://www.last.fm/music/Pain+of+Truth"">Read more on Last.fm</a>","Never Ending Game, Gridiron, XweaponX, Mindforce, Trapped Under Ice"
Addicted to Anaesthesia,59174,11410," <a href=""https://www.last.fm/music/Addicted+to+Anaesthesia"">Read more on Last.fm</a>","Kvävning, Hopeless, Beyond Melancholy, Angel Of Suicide, My Useless Life"
AILIFDOPA,40617,4045," <a href=""https://www.last.fm/music/AILIFDOPA"">Read more on Last.fm</a>","Ailiph Doepa, Azami, Hysteric Panic, Telecide, THE OHAYOGOZAIMAS"
Like Moths To Flames,7136531,183733,"Like Moths to Flames is a metalcore band from Dayton, Ohio, United States, that formed in 2010. The band started when vocalist Chris Roetter, former frontman of Agraceful, had many issues concerning members dropping out. Like Moths to Flames was formed with four previous members of Terrafirma. They have five EPs and six full-length albums, the most recent being The Cycles of Trying to Cope which was released on May 10th, 2024 through UNFD.

On October 17 <a href=""https://www.last.fm/music/Like+Moths+to+Flames"">Read more on Last.fm</a>","Hollow Front, Invent Animate, Alpha Wolf, ERRA, Currents"
Faith No More,58390628,1589373,"Faith No More are an American alternative metal band from San Francisco, California, formed in 1979. Before settling on the current name in July 1983, the band performed under the names Sharp Young Men and later Faith No Man. Bassist Billy Gould, keyboardist/rhythm guitarist Roddy Bottum and drummer Mike Bordin are the longest-remaining members of the band, having been involved since its inception. The band underwent several early lineup changes, and some major changes later. <a href=""https://www.last.fm/music/Faith+No+More"">Read more on Last.fm</a>","Mr. Bungle, Tomahawk, Mike Patton, Peeping Tom, Primus"
Converge,41905338,543774,"Converge is a four-piece American band, formed in February of 1990 in Salem, Massachusetts, United States. Playing a blend of hardcore punk and extreme metal, this pioneer outfit helped define a lot of the rudiments of the fast-burgeoning metalcore and mathcore genres formed by vocalist Jacob Bannon and guitarist Kurt Ballou in Salem, Massachusetts in 1990. During the recording of their seminal fourth album Jane Doe, the group became a four-piece <a href=""https://www.last.fm/music/Converge"">Read more on Last.fm</a>","Botch, The Dillinger Escape Plan, Gaza, The Chariot, Nails"
The Black Dahlia Murder,26769457,431163,"The Black Dahlia Murder is an American melodic death metal band from Waterford, Michigan, formed in 2001. Their name is derived from the 1947 unsolved murder of Elizabeth Short, often referred to as Black Dahlia. Currently, the band consists of lead vocalist Brian Eschbach, bassist Max Lavelle, drummer Alan Cassidy, and guitarists Brandon Ellis and Ryan Knight. The Black Dahlia Murder has undergone various lineup changes, with Trevor Strnad and Eschbach remaining the only constant members <a href=""https://www.last.fm/music/The+Black+Dahlia+Murder"">Read more on Last.fm</a>","Job for a Cowboy, All Shall Perish, Inferi, As Blood Runs Black, Carnifex"
Invent Animate,6608395,88258,"Hometown: Port Neches, TX
Genre: Progressive Metalcore / Djent
http://www.facebook.com/inventanimate
Members: 
Trey Celaya - Drums
Marcus Vik - Vocals
Keaton Goldwire - Guitar
Caleb Sherraden - Bass

Bursting out the scene from Port Neches, Texas comes Invent Animate. A 5 piece metalcore band simply doing what they love. With a different style than most metalcore bands, Invent Animate is bringing a fresh new sound to the scene. Come on out and support! <a href=""https://www.last.fm/music/Invent+Animate"">Read more on Last.fm</a>","Silent Planet, Currents, ERRA, Thornhill, Northlane"
Oranssi Pazuzu,3135377,101916,"Oranssi Pazuzu is a Finnish psychedelic black metal band formed in 2007. The band consists of Juho ""Jun-His"" Vanhanen (vocals, guitar), Korjak (drums), Moit (guitar), Evil (keyboards, percussion) and Ontto (bass guitar). The band takes its name from ""oranssi"", the Finnish word for ""orange"" and Pazuzu, a wind demon from Babylonian mythology.

The band recorded their debut album, Muukalainen Puhuu in 2008 in Korjak's family cabin. It was released via Violent Journey Records in 2009 and followed in 2010 by a split LP with Candy Cane. <a href=""https://www.last.fm/music/Oranssi+Pazuzu"">Read more on Last.fm</a>","Waste of Space Orchestra, Hail Spirit Noir, Aluk Todolo, Imperial Triumphant, Deathspell Omega"
Gutrectomy,384343,35337,"Gutrectomy, hailing from the dark depths of the Black Forest in Germany, was forged in the crucible of brutality back in 2011. Their music is a relentless amalgamation of Slam Death Metal, Deathcore, and Beatdown/Hardcore, a unique fusion that sets them apart in the metal scene.

Official Website
Official Merchandise
Official Bandcamp
Facebook
Instagram <a href=""https://www.last.fm/music/Gutrectomy"">Read more on Last.fm</a>","Acranius, Facelift Deformation, Acrania, Chainsaw Castration, Organectomy"
A Light In The Dark,415400,24738,"A Light In The Dark is a melancholic/atmospheric post-metal project, contains elements of various genres like depressive rock, black metal, shoegaze, trance (early) and others. Was formed by B.M. (Skyforest, Blurry Lights, Hiki), the only member, in Podolsk, Russian Federation in March 2012 as a side-project. The concept/lyrical themes are inspired by modern urban life and loneliness.

The first EP ""Disharmony"" was self-released in April 2012.

Later debut album ""From One Day To Another"" was released in May 2012. <a href=""https://www.last.fm/music/A+Light+In+The+Dark"">Read more on Last.fm</a>",
Black Curse,429215,30620,"Formed in 2015, BLACK CURSE is the focused will of death-obsessed fanatics. Physically residing in Denver, Colorado, the band is comprised of various members of other cults responsible for the outside attention the city has gained in recent years.
BLACK CURSE has grown slowly over the years, changing form several times. The band has a meticulous writing process, wrought with intention and focus, that demands reflection. With this in mind they chose to let the material take shape over years of creative effort <a href=""https://www.last.fm/music/Black+Curse"">Read more on Last.fm</a>","Concrete Winds, Antichrist Siege Machine, Spectral Voice, Mitochondrion, Teitanblood"
Dope Smoker,286058,27195,"Dope Smoker are a 3 piece rock group from South West Wales where everyone smokes dope & surfs. <a href=""https://www.last.fm/music/Dope+Smoker"">Read more on Last.fm</a>","Toke, Mephistofeles, Dopelord, Bongripper, Bongzilla"
Allt,1041908,36585,"Allt is everything. <a href=""https://www.last.fm/music/Allt"">Read more on Last.fm</a>","Invent Animate, Silent Planet, Void of Vision, Aviana, Thrown"
Scour,210020,18347,"1) Scour is a black/death metal band  featuring Phil Anselmo (Down, Superjoint Ritual, Pantera, etc) and members of  Misery Index, Pig Destroyer, Cattle Decapitation. Animosity and Strong Intention.

2) Scour is a solo noise / electronic / drone project of Felix Skinner, currently a member of Wreck & Reference. <a href=""https://www.last.fm/music/Scour"">Read more on Last.fm</a>","Behemoth, Werewolves, Hate, Benighted, Belphegor"
Shrezzers,1054451,42744,"Shrezzers is a post-hardcore/progressive metal supergroup formed in Saint Petersburg, Russia in 2016.

Initially named Shredding Brazzers, the band had to change its name to Shrezzers in 2017 due to copyright issues.

Current Members:
Vyacheslav Kavlenas - Guitar (ex-WILDWAYS, ex-Fail Emotions, Change of Loyalty, At the Ruins)
Mark Mironov - Drums / Harsh vocals (ex-Betraying the Martyrs, My Autumn)
Diego Silva - Clean vocals (As We Survive)
Vitaly Molokanov - Guitar (Change of Loyalty) <a href=""https://www.last.fm/music/Shrezzers"">Read more on Last.fm</a>","Abyss, Watching Me, Sergey Golovin, Phrenia, Novelists FR, Fail Emotions"
Evereal,17578,4267," <a href=""https://www.last.fm/music/Evereal"">Read more on Last.fm</a>","Fourth Circle, MoonSun, Torn Between Two Worlds, Lindsay Schoolcraft, Sins in Vain"
Versus Me,588797,51526,"American metalcore band from Janesville, WI that formed in 2013.

Every generation has its stars that audiences can point to as meaningful people who rise above the noise of empty promises, passing trends and inflated egos. The most important, vital and uplifting songs are the ones that connect with listeners on a level that’s deeper than a catchy melody, a pulverizing breakdown or a memorable groove. Only a handful of musicians are able to come <a href=""https://www.last.fm/music/Versus+Me"">Read more on Last.fm</a>","Villain of the Story, Until i Wake, Savage Hands, Phrenia, Our Promise"
MËSTIZA,43796,5219," <a href=""https://www.last.fm/music/M%C3%8BSTIZA"">Read more on Last.fm</a>","The Gardener, Israel Fernández, BRONQUIO, Lachispa, ELYELLA"
Sohodolls,7109520,577508,"The majesty of rock, the mystery of roll, all underpinned by ferocious beats. Sohodolls are not afraid to bring in various musical styles – glam rock, punk, hip-hop and big band swing - put them through their mincer and put out twisted dark pop songs. 

Singer and founder of the band Maya Von Doll, 'a female Iggy Pop', started the band a couple of years ago and brought in co-conspirator Toni Sailor who has been described by the NME as 'a more sinister Jimmy Page'. <a href=""https://www.last.fm/music/Sohodolls"">Read more on Last.fm</a>","Night Club, Marie Madeleine, Princess Chelsea, Alice in Videoland, Reyko"
Sam Gellaitry,5184660,324050,"Sam Gellaitry is a producer/artist from Stirling, Scotland. 

Self-releasing tracks through his Soundcloud page, Sam accumulated Soundcloud 100,000 followers by mid-2015, despite being only 18 years old. 

He digitally released his EP, ' Escapism' through XL Recordings, on 30 November 2015. Volumes II, III & IV were released in 2016, 2017 & 2021 respectively with IV being released through Parlophone Records. 
His debut full length project, Viewfinder Vol. 1: PHOSPHENE, was released 5 April 2019. <a href=""https://www.last.fm/music/Sam+Gellaitry"">Read more on Last.fm</a>","camoufly, Wavedash, Ivy Lab, Geotheory, MedaSin"
Moullinex,1391951,162947,"Lisbon-based DJ, musician, and producer Moullinex thrives in the intersections: science and art, spontaneity and formalism, organic and artificial, isolation and community. This idea crystallized in music that can perfectly live within the boundaries of the dance floor and still allow for deep introspection on headphones. From melancholic electronic textures to exuberant house and disco, his productions have seen him being praised by his peers and audiences globally. <a href=""https://www.last.fm/music/Moullinex"">Read more on Last.fm</a>","Yuksek, Xinobi, Moon Boots, Aeroplane, Tensnake"
Vitalic,13144469,679784,"Vitalic (born as Pascal Arbez in 1976) is an electronic music artist. He was born in France and is of Italian descent. His first singles were released in 1996 and 1997, but were confined to the underground electronic music scene. He decided to make music when he heard Daft Punk's Rollin' & Scratchin' in a club in his hometown Dijon, France. He became good friends with Michel Amato, also known as The Hacker, whom he met in the Rex, the ""techno temple"" of Laurent Garnier. <a href=""https://www.last.fm/music/Vitalic"">Read more on Last.fm</a>","Boys Noize, Thylacine, Etienne de Crécy, Yuksek, Digitalism"
DJ Sliink,216867,48569," <a href=""https://www.last.fm/music/DJ+Sliink"">Read more on Last.fm</a>","fazobeats, DJ LILMAN, DJ Tray, Cookiee Kawaii, UNiiQU3"
Sue Avenue,43843,11322," <a href=""https://www.last.fm/music/SUE+AVENUE"">Read more on Last.fm</a>","Jeff The Fool, Jesper Ryom, Babert, Dirtytwo, Henrik Villard"
Giga Papaskiri,34565,3715," <a href=""https://www.last.fm/music/Giga+Papaskiri"">Read more on Last.fm</a>","Erekle Deisadze, Eko and Vinda Folio, Nika Chokheli, Irakli Charkviani, Mechanical Rainbow"
Vlad Jet,8410,2710," <a href=""https://www.last.fm/music/Vlad+Jet"">Read more on Last.fm</a>","Brothers In Lows, alt control, Tomy Wahl, Millero, Miss Babayaga DJ"
Vossberg,36826,11845," <a href=""https://www.last.fm/music/Vossberg"">Read more on Last.fm</a>","Reya Silk, Slashio, Ben Travel, RODUT, Leon Jarvis"
Jimmix,13673,2754,"30/07/1991 from portugal. <a href=""https://www.last.fm/music/Jimmix"">Read more on Last.fm</a>","Khan Kalima, Antonio Polichiso, Afrikan Drums, Manybeat, Robi Guid"
Samuel Organ,389986,50141,"Samuel is a founding member of the experimental jazz group The Physics House Band - whose work has included collaborations with Stewart Lee, as well as many tours and notable performances worldwide alongside artists like Alt-J, Django Django, Omar Rodriguez-Lopez and Jaga Jazzist. The group have received high praise and support from The Guardian, The Independent, The Sunday Times, NPR, BBC Radio and Antony Fantano. <a href=""https://www.last.fm/music/Samuel+Organ"">Read more on Last.fm</a>","7038634357, Gaussian Curve, yawning portal, Dylan Henner, Bby Eco"
Jam & Spoon,1469365,213720,"Jam & Spoon was an influential electronic dance duo from Frankfurt, Germany that consisted of composers and producers Rolf Ellmer and Markus Löffel. They also worked under the pseudonyms Tokyo Ghetto Pussy and Storm.

Jam & Spoon had their first hit with the 1992 song ""Stella,"" considered to be a trance classic. It was widely played, remixed and bootlegged in the dance club community for many years after its release. The pair had considerable international and commercial success in 1994 with the singles ""Right In the Night"" and ""Find Me"". <a href=""https://www.last.fm/music/Jam+&+Spoon"">Read more on Last.fm</a>","Dance 2 Trance, Energy 52, BBE, Sash!, Zhi-Vago"
Anis Karek,19794,3907," <a href=""https://www.last.fm/music/Anis+Karek"">Read more on Last.fm</a>","DJ Oscar Sharm, HbbZ, Ossova, TEHRACH, Princebaba"
