Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Craven Faults,191695,26172,"Krautrock-inspired ambient house and techno-influenced club from this anonymous English DJ and producer. Half-Craven Faults is a British electronic artist and producer known for combining analogue synthesizers, electronics and field recordings to create music that draws from ambient music, Krautrock and electronica. The name is taken from the Craven Fault System in the Pennines and much of his music draws inspiration from the landscapes of Yorkshire, where he resides.  <a href=""https://www.last.fm/music/Craven+Faults"">Read more on Last.fm</a>","The Black Dog, Pye Corner Audio, Polypores, Alessandro Cortini, Rival Consoles"
Jey Vazz,97124,18255," <a href=""https://www.last.fm/music/Jey+Vazz"">Read more on Last.fm</a>","Kloud, Fytch, Fabian Mazur, Far Out, Prismo"
Dauwd,1309244,133658,"Dauwd was raised in Wales playing piano, guitar and drums whilst experimenting with electronic production. Now, residing in Brighton, his early obsessions with tabliture have progressed into a specific talent for sequencing and creative percussive textures.

Dauwd creates music with a complexity most contemporary producers shy away from. Found sounds are thickly laden over multi-timbred synths, vocal and instrumental stabs punctuate organic and evolving passages guided always by driving percussion and immaculate bass production. <a href=""https://www.last.fm/music/Dauwd"">Read more on Last.fm</a>","Sepalcure, Djrum, Jacques Greene, Dark Sky, Lapalux"
Ulrich Schnauss,9583764,489901,"
Ulrich Schnauss (born 1977 in Kiel) is a German electronic musician and producer based in London, England.

During his formative years, Schnauss came to love a wide spectrum of music, ranging from My Bloody Valentine to Tangerine Dream, from Chapterhouse to early bleep and breakbeat tracks. There was not much opportunity to see his musical heroes in Kiel, so he moved to Berlin in 1996.

By that time Ulrich was already a prolific musician in such genres as ambient and drum and bass <a href=""https://www.last.fm/music/Ulrich+Schnauss"">Read more on Last.fm</a>","Ulrich Schnauss & Mark Peters, Ulrich Schnauss & Jonas Munk, Manual, Tycho, Sounds from the Ground"
Talla 2XLC,960297,115883,"Talla 2XLC (b. Andreas Tomalla, Germany) is a producer, musician, and DJ whose work has spanned from industrial music to trance music.

Tomalla started as a DJ, founding in 1984 the Technoclub at Frankfurt's Dorian Gray club. He was also at the time involved with a band called Moskwa TV. In 1988, he started a new project called Bigod 20, which would go on to be one of Europe's most successful EBM acts of the early 1990s.

In 1989, to distribute the music of Bigod 20 and other industrial acts in Europe <a href=""https://www.last.fm/music/Talla+2XLC"">Read more on Last.fm</a>","Rene Ablaze, Miroslav Vrlik, UDM, Alex M.O.R.P.H., Bixx"
Exos,113749,18365,"Exos is the alter ego of Arviður Snorrason who was born and raised in the infamous 101 district of downtovn Reykjavik, capital of Iceland. As a youngster he played the drums and absorbed influences from all the worlds music. But having heard electronic dance music there was no turning back. He was an avid observer of old-school hardcore in '92 and drum and bass in '93 and began to spin around, but gradually turned to house and techno in 94-95.

At <a href=""https://www.last.fm/music/Exos"">Read more on Last.fm</a>","Quantec, Oscar Mulero, Yan Cook, Fluxion, Maurizio"
Timboletti,85543,13887," <a href=""https://www.last.fm/music/timboletti"">Read more on Last.fm</a>","Slow Nomaden, Alex Kaminski, Geplantes Nichtstun, Planet Caravan, raycito"
Off The Meds,215259,30867,"Not long after Kamohelo Khoaripe moved to Stockholm from his nascent Johannesburg in 2013 he met Adrian Lux, Carli Löf and Måns Glaeser, three local dj-producers, all veterans of the small, tightly-knit, always evolving Swedish dance music scene. What truly brought these music makers together was their mutual state of constant searching – working on everything with everyone but never truly belonging anywhere – not until Kamohelo showed up in town, that is. <a href=""https://www.last.fm/music/Off+The+Meds"">Read more on Last.fm</a>","Bella Boo, Peggy Gou, Jacques Greene, Ross From Friends, DJ Koze"
Camil Kanouni,8647,2596," <a href=""https://www.last.fm/music/Camil+Kanouni"">Read more on Last.fm</a>","Fayçal Azizi, 7ARI, DIZZY DROS, Bedouin Burger, Mike Massy"
VSN7,364751,25199," <a href=""https://www.last.fm/music/VSN7"">Read more on Last.fm</a>","Asenssia, Sensi Affect, Fraunhofer Diffraction, Ritual Drops, SIVERNOT"
K-Lone,399166,53421,"London-based electronic producer Josiah Gladwell (aka K-Lone) is an enigmatic studio presence known for his experimental, often abstract soundscapes. 

Along with computers, K-Lone also utilizes field recordings, synthesizers, and a bevy of percussion instruments to craft his evocative tracks. Initially, K-Lone played drums in various punk and noise-rock outfits before discovering his interest in creating electronic soundscapes.

Adopting his production handle <a href=""https://www.last.fm/music/k-lone"">Read more on Last.fm</a>",
Dr Meaker,190040,34111,"Dr Meaker is Clive Meaker, 28. 17/01/1980. shoe size: 8 and a half.

Bristol’s very own Mark Ronson uses soul, jazz and reggae influences to produce the Meaker sound. A sound of sublime vocals and ruff-cut bass licks that feels as at home on commercial radio, as it does at underground clubs.

Dr Meaker's debut album 'A Lesson From The Speaker' has been 3 years in the making and features collaborations with vocalist Yolanda Quartey who's currently cutting records with Massive Attack. <a href=""https://www.last.fm/music/Dr+Meaker"">Read more on Last.fm</a>","Serum, Benny Page, Dux n Bass, Murdock, Flowidus"
Welshy,144178,29051,"Welshy real name Ross Walsh is an Irish DJ/Music Producer hailing from a small rural village just outside Kilkenny city. Welshy first established a reputation as a rising talent in 2016, propelled by a string of viral remixes and bootlegs that attracted attention from music heavyweights such as Kygo and The Chainsmokers. 

2020 was the year Welshy evolved enjoying a phenomenal reaction to his breakthrough track ‘Haiti’ (15 million streams, huge radio and streaming support <a href=""https://www.last.fm/music/welshy"">Read more on Last.fm</a>","Emily Nash, Wyles, Ali Story, Rathbone Place, DJ Yuki"
Genio Producer,1514,397," <a href=""https://www.last.fm/music/Genio+Producer"">Read more on Last.fm</a>","Manybeat, Studio Bros, Jimmix, Gabriel Dominguez, Peppe Citarella"
Midnight Daddies,3858,1224," <a href=""https://www.last.fm/music/Midnight+Daddies"">Read more on Last.fm</a>","Monika Stunner, Eric Deray, Ivan Navi, Sonya Kay, Ролик Сафари Клуб"
Yousef,181456,44432,"Yousef 
Dj / producer / remixer / promoter
Biography


Yousef is a man firmly in control of his imminent destiny. Having been at the forefront of dance music fan’s attentions across the globe since the latter stages of the last century, he’s an artist that continues to evolve and develop with consummate ease. New sounds, new developments and new frontiers; they all remain an instrumental part of his thrust forward as one the planet’s leading underground House music tastemakers. <a href=""https://www.last.fm/music/Yousef"">Read more on Last.fm</a>","The YellowHeads, Eli Brown, Hot Since 82, Layton Giordani, Skiy"
DARKSIDE,7543722,362597,"There are multiple artists using this name.

1. Darkside is Dave Harrington and Nicolas Jaar.
2. Darkside is  an Austrian death metal band.
3. A doomcore musician from the UK.
4. Short lived US Rock band.

1. Darkside is a musical duo composed of guitarist Dave Harrington and electronic producer Nicolas Jaar. Despite having different musical backgrounds, they found common ground through touring together and have created a unique fusion of electronic and psychedelic rock music. <a href=""https://www.last.fm/music/Darkside"">Read more on Last.fm</a>","Nicolas Jaar, Weval, Pantha du Prince, Kerala Dust, Four Tet"
Steve Kroeger,226352,39611," <a href=""https://www.last.fm/music/Steve+Kroeger"">Read more on Last.fm</a>","Bastl, FVTM, Braaten & Chrit Leaf, LANNÉ, Faruk Orman"
Miyagi,2355538,109535,"MiyaGi
Азамат Кудзаев родился 13 декабря 1990 года во Владикавказе. Отец — известный хирург и руководитель Центра ортопедии и эстетической хирургии в Северной Осетии. Закончил медицинскую академию. Занимается рэпом с 2007 года. В 2007—2013 гг. выступал под псевдонимом Shau, затем сменил его на MiyaGi. <a href=""https://www.last.fm/music/Miyagi"">Read more on Last.fm</a>","Mona, Iowa, Драгни, Miyagi & Andy Panda, Andy Panda"
Qnete,40926,11643," <a href=""https://www.last.fm/music/Qnete"">Read more on Last.fm</a>","DJ BALATON, James Bangura, Freestyle Man, Ozel AB, RAW M.T."
Boris Dlugosch,321154,70968,"Boris Dlugosch is a house music producer from Germany. Boris is usually known for funky/deep house tracks, mostly produced in conjunction with Mousse T. and Michi Lange, his partners in the Peppermint Jam Records label.

Dlugosch had a few occasional hits in the club circuit in the 1990s, beginning with the two tracks created with Mousse T. under the Booom moniker, with vocals by Inaya Day, ""Hold Your Head Up High"" and ""Keep Pushin'"", and ""Check It Out (Everybody)"", under the alias BMR(a regular partnership with Michi Lange). <a href=""https://www.last.fm/music/Boris+Dlugosch"">Read more on Last.fm</a>","Junior Jack, Armand van Helden, Róisín Murphy, Kings of Tomorrow, Deee-Lite"
Dardust,617551,97276,"Dardust is a project created by pianist, composer and producer Dario Faini: starting from a minimal landscape, his music is enriched with soundscapes and strings and blended together with electronic paths.

 <a href=""https://www.last.fm/music/Dardust"">Read more on Last.fm</a>","Dirk Maassen, Olivia Belli, Annelie, Oskar Schuster, Alexis Ffrench"
Guedra Guedra,30257,3896,"Guedra Guedra is the project of Moroccan producer Abdellah M. Hassak. He mixes African sounds with electronic beats. His debut album Vexillology was released in 2021 on On The Corner Records. <a href=""https://www.last.fm/music/Guedra+Guedra"">Read more on Last.fm</a>","DJ Khalab, Jun Kamoda, Shams Dinn, Yoshinori Hayashi, Abdou El Omari"
Mujuice,8661940,203293,"Mujuice is the musical alias of Roma Litvinov (b. 1983, Moscow). He is a student of graphic design and also works professionally in this field. 
He began his musical experience in early childhood by composing small piano pieces. Working without a formal musical education, he integrated his experience as a member of a hardcore guitar band with his first electronic music experiments while in his teens. 
Soon his computer composing took precedence over group music-making. <a href=""https://www.last.fm/music/Mujuice"">Read more on Last.fm</a>","ОЗЁРА, Самое Большое Простое Число, RSAC, Stolen Loops, АИГЕЛ"
Coeo,778395,101850,"German duo Coeo have been making waves recently on the underground House scene. With releases on esteemed labels such as Sccucci Manucci, Toy Tonics, Let's Play House, Seven Music or Dabit Records they are an act to watch over 2014! 

The DJ and production duo consists of Florian Vietz and Andreas Höpfl, 2 guys, who met during high school and shared a mutual love for hip hop and soul music. Some years later they fell in love with house music and spent more and more nights in their studio in Munich to write their own songs. <a href=""https://www.last.fm/music/COEO"">Read more on Last.fm</a>","Crazy P, Saison, Lovebirds, Qubiko, Pino D'Angiò"
Eden Burns,94461,16585,"Eden Burns is a DJ and producer hailing from the deep south of Aotearoa/New Zealand. As a teenager, he connected with the world of dance music via scuffed tech-house records in dollar bins and a DVD rip of Paris Is Burning. <a href=""https://www.last.fm/music/Eden+Burns"">Read more on Last.fm</a>","Genius of Time, Otik, Adam Pits, Chaos in the CBD, Maara"
Pantha Du Prince,7436201,309685,"Pantha du Prince, also known as Hendrik Weber, Panthel, and Glühen 4 is a German minimal artist signed to Rough Trade Records. His music is often characterised by a hypnotic, intricate combination of melodic chimes and dark, heavy techno beats, but does not confine itself to a single sound or strain of minimal techno. Arrangements are lush and textural, energising yet melancholy; a plethora of sounds and ideas unified by a consistent underlying tech-house beat. Dreaming music. <a href=""https://www.last.fm/music/Pantha+du+Prince"">Read more on Last.fm</a>","Dominik Eulberg, Robag Wruhme, Max Cooper, The Field, Rival Consoles"
ATTLAS,1149763,142315,"Jeff Hartford, better known by his stage name ATTLAS, is a Canadian DJ, electronic music producer and musician. Hartford is known for his progressive house and electronica releases on the electronic label mau5trap and has often appeared the label's We are Friends album series. He has released three albums, six extended plays, and several other singles and has received two Juno Award nominations over the course of his career.

Born in Toronto, Hartford grew up surrounded by a variety of musical influences <a href=""https://www.last.fm/music/Attlas"">Read more on Last.fm</a>","Eekkoo, Enamour, BlackGummy, I_O, No Mana"
Pedropiedra,1480653,49536,"Pedropiedra is the artistic name for Pedro Subercaseaux García de la Huerta (born 17th April 1978, Santiago, Chile). He is a singer, songwriter, multi-instrumentalist, and producer. He was a founding member of the band CHC (2001-2009) and has been a member of the superband Pillanes since 2018. In 2002, he and Vincente Sanfuentes formed an electric duo, Hermanos Brothers, winning the MTV Latinoamérica award for Best Independent Artist in 2003. Pedro <a href=""https://www.last.fm/music/Pedropiedra"">Read more on Last.fm</a>","Fother Muckers, Ases Falsos, Teleradio Donoso, Gepe, Los Tres"
Ilija Djokovic,161881,36181,"As an artist whose profile has rapidly expanded from Serbia’s techno realm, Ilija Djokovic has earned support from the likes of Adam Beyer, John Digweed, Pan-Pot and lots more since delving into DJing and production in 2010. Releases on Terminal M and Filth on Acid have undoubtedly boosted his credibility and booking schedule in the last number of months, earning him the status as a sure one to watch over the coming years.

Djokovic has worked with some of the most notable names on the scene with the likes of Paul Kalkbrenner <a href=""https://www.last.fm/music/Ilija+Djokovic"">Read more on Last.fm</a>","Layton Giordani, Lilly Palmer, Bart Skils, Rebūke, Eli Brown"
Hoj,11501,2837," <a href=""https://www.last.fm/music/HOJ"">Read more on Last.fm</a>","Somelee, Atish, Jiminy Hop, Powel, Sahar Z"
Lord Of The Isles,303763,40827,"Lord of the Isles is the alias of Edinburgh producer Neil McDonald. A producer hugely inspired by his obsession with beauty and the virtue of the wilderness, Lord of the Isles has spent the last decade shaping music that somehow manages to provide a juxtaposing electronic soundtrack to nature; earthy, airy sounds tinged with analogue elements of acid and house. As well as the nominal lineage, McDonald cites an early fascination with Scottish history as his reason for choosing the name <a href=""https://www.last.fm/music/Lord+of+the+Isles"">Read more on Last.fm</a>","Anthony Naples, Terekke, Linkwood, Tornado Wallace, Axel Boman"
Agua Florida,14885,1903," <a href=""https://www.last.fm/music/Agua+Florida"">Read more on Last.fm</a>","Paula Maffia, Vera Frod, Mariana Michi, An Espil, Lucy Patané"
MEHÍLOVE,15398,2318," <a href=""https://www.last.fm/music/MEH%C3%8DLOVE"">Read more on Last.fm</a>","Andromedha, Elypsis, Kaiyan, RNX, Glaue"
NEW HOOK,9396,3297," <a href=""https://www.last.fm/music/new+hook"">Read more on Last.fm</a>","acud, Andi Otto, SERPENTIN, Fritzi Ernst, Marli Blu"
Tony Guerra,5344,1701," <a href=""https://www.last.fm/music/Tony+Guerra"">Read more on Last.fm</a>","Edy e Nathan, Daniel dos Teclados, Vítor Fernandes, ROMIM MATA, Pedrinho Pegação"
Sound In Noise,25787,4376," <a href=""https://www.last.fm/music/Sound+In+Noise"">Read more on Last.fm</a>","Syran, TNTKLZ, Killbox, Yaano, Crissy Criss"
Prayers,835175,59954,"Prayers is an electronic rock duo founded in 2013 by Rafael Reyes and Dave Parley. Prayers are the first musicians/artists use the term Cholo goth[1] to define their genre of music which lyrically explores the harsh realities of gang and street life over throbbing beats and swirling synthesizers.[2]

Prayers is influenced by Christian Death, Depeche Mode, Bauhaus, Pet Shop Boys and other Gothic rock and dark 80s music, as well as by Reyes' life as gang member in the Sherman Grant Hill Park 27 gang <a href=""https://www.last.fm/music/Prayers"">Read more on Last.fm</a>","Buzz Kull, Cold Cave, Actors, Light Asylum, She Past Away"
Matthew Dekay,173071,35900,"As far as DJ/producers go Matthew Dekay has always been a name synonymous with quality productions and high energy live performances.

At just 33 years of age he has enjoyed a successful international career spanning over a decade.
Born and raised in The Netherlands he trained as a classical musician
and this background has had a huge influence on his approach to making electronic music. It kept Matthew very open minded and gave him the ability to cross genres without ever caring too much about composing in one particular style. <a href=""https://www.last.fm/music/Matthew+Dekay"">Read more on Last.fm</a>","Basic Perspective, Jose Amnesia Vs. Shawn Mitiska, Incolumis, Zirenz, Leon Bolier & Elsa Hill"
Bakai,41442,12426," <a href=""https://www.last.fm/music/Bakai"">Read more on Last.fm</a>","Col Lawton, PROCESSING VESSEL, Fatima Njai, Edraw, Hugo Mari"
Yan Cook,189495,20465,"Yan was born in Kyiv, Ukraine, 1991. At the age of sixteen he was introduced to electronic music, more specifically Techno and his love for it was instantaneous! The rest is history and meanwhile the Ukrainian has performed alongside many of the most respected techno talents from around the globe and collaborated with a number of people in the past, as well as working under different aliases, he is now focusing on his own fully distinguished style which is immediately recognizable from the first seconds of a track. <a href=""https://www.last.fm/music/Yan+Cook"">Read more on Last.fm</a>","Stef Mendesidis, Lewis Fautzi, Rene Wise, Setaoc Mass, Oscar Mulero"
Boye & Sigvardt,150428,35671," <a href=""https://www.last.fm/music/Boye+&+Sigvardt"">Read more on Last.fm</a>","Jeak, XVOTO, April Snow, Tiborg, Paraleven"
Rvdical the Kid,69949,16728," <a href=""https://www.last.fm/music/Rvdical+The+Kid"">Read more on Last.fm</a>","Gafacci, Blaq Jerzee, Smallgod, BwoiiDaas, Moliy"
Recondite,2503771,173856,"Recondite (born Lorenz Brunner in Lower Bavaria) is a German musician, techno producer, label owner and sound artist. Brunner grew up in a rural area which is often named as source of his inspiration. His musical style is attributed as ambient, deep house and techno/acid techno. In fact, Brunner's musical output blurs the boundaries between these categories. The released Albums and EPs include melancholy and gloomy tracks, with a typically low bpm, and also veritable techno tracks created for the dancefloor.  <a href=""https://www.last.fm/music/Recondite"">Read more on Last.fm</a>","Dominik Eulberg, Woo York, Christian Löffler, Efdemin, Mind Against"
Greg Puciato,964888,52252,"Gregory John Puciato (born March 27, 1980) is an American musician best known as the former lead vocalist and lyricist of the metalcore band the Dillinger Escape Plan. He is also the lead singer of the Black Queen and Killer Be Killed, in which he also plays guitar. In 2018, Puciato and visual artist Jesse Draxler co-founded the art collective and record label Federal Prisoner.  <a href=""https://www.last.fm/music/Greg+Puciato"">Read more on Last.fm</a>","The Dillinger Escape Plan, †††, Cave In, Rolo Tomassi, Tomahawk"
Trilo,44230,7721,"Drum & bass producer from Krakow, Poland.

As a child he used to play the guitar and later appeared in several rock and metal bands, but the year 2004 meant a breakthrough for Peter. It was the year when he first got in touch with production from the electronic music scene, namely a CD from Teebee – Through The Eyes Of A Scorpion, which was something like a 180° turnaround.

The first records of his production career date to early 2006, but the year when he became most active was 2008. <a href=""https://www.last.fm/music/Trilo"">Read more on Last.fm</a>","TR Tactics, Symplex, cyntax, AKOV, Mob Tactics"
Nick AM,57081,13753," <a href=""https://www.last.fm/music/Nick+AM"">Read more on Last.fm</a>","LUXAGE, LUCES, Ed.1t, SWAYLÓ, Austin Haga"
Sébastien Tellier,11722119,753357,"Sébastien Tellier is a singer, songwriter and multi-instrumentalist from Paris, France.  He is currently signed to Record Makers.

Tellier's first album, L'incroyable Vérité (The Incredible Truth), was released in 2001. Tellier went on tour with Air in support of the album. The track "" Fantino"" off the album was chosen by Sofia Coppola for the soundtrack to her 2003 film ""Lost in Translation"". Tellier followed L'incroyable Vérité with his second studio album Politics (2005). <a href=""https://www.last.fm/music/+noredirect/S%C3%A9bastien+Tellier"">Read more on Last.fm</a>","Etienne de Crécy, Cassius, Thylacine, Flavien Berger, Yuksek"
DiMO (BG),12103,2145," <a href=""https://www.last.fm/music/Dimo+(BG)"">Read more on Last.fm</a>","Diass, Mascota, Da Le (Havana), DJ Chus, Pavel Petrov"
Arde Bogotá,984980,19072," <a href=""https://www.last.fm/music/Arde+Bogot%C3%A1"">Read more on Last.fm</a>","Viva Suecia, Izal, Vetusta Morla, Lori Meyers, Supersubmarina"
Antonio Orozco,1234466,109289,"Antonio Orozco is a Spanish singer-songwriter from Barcelona, Spain.
He has won several prizes like the Premio Onda and sold lots of records, his first album sold more than 100,000 copies, whereas his second album titled Semilla del Silencio sold over 300,000 copies.
In 2005 he released a self titled album Antonio Orozco, which was a compilation of his best songs (twelve in total) that eventually propelled him into stardom outside Spain, mainly in Latin America and other parts of the world. <a href=""https://www.last.fm/music/Antonio+Orozco"">Read more on Last.fm</a>","Manuel Carrasco, Vanesa Martín, Antonio José, Melendi, Dani Martín"
Ovy On The Drums,1314223,115371," <a href=""https://www.last.fm/music/Ovy+On+The+Drums"">Read more on Last.fm</a>","Sky Rompiendo, Chris Jedi, Myke Towers, Wisin, Ryan Castro"
Jarabe De Palo,7369001,486533,"Jarabe de Palo (literally ""Wooden Stick Syrup"" or, after the Spanish expression ""dar un jarabe de palo"", i.e. a ""hell of a beating""), was a Spanish rock band founded in 1996. The group was led by singer, songwriter, and guitarist Pau Donés, whose death in 2020 caused the band to break up.

Pau Donés, born and raised in Barcelona, worked for various groups before being able to take on his current project, Jarabe de Palo. He began at age 15 with his brother Marc, with whom he formed a group known as J. <a href=""https://www.last.fm/music/Jarabe+de+Palo"">Read more on Last.fm</a>","Los Fabulosos Cadillacs, Fito Y Fitipaldis, Alejandro Sanz, Enanitos Verdes, Enrique Bunbury"
Conan Gray,160162294,1873210,"Conan Gray is an American singer-songwriter and social media personality. He was born on December 5, 1998, in Lemon Grove, California. As an infant, his family moved to Hiroshima, Japan and shortly after returned to California, before settling in Georgetown, Texas.

He started his career on YouTube under his channel 'ConanxCanon' before officially changing to 'Conan Gray'. While on his time on YouTube he released multiple original songs, with the <a href=""https://www.last.fm/music/Conan+Gray"">Read more on Last.fm</a>","Gracie Abrams, Olivia Rodrigo, Maisie Peters, Ricky Montgomery, Lizzy McAlpine"
Glass Animals,103213287,2127389,"Glass Animals are an English electronic/indie rock band formed in Oxford in 2010. The band's line-up consists of Dave Bayley (vocals, guitar, keyboards, drums, songwriting), Drew MacFarlane (guitar, keyboards, backing vocals), Edmund Irwin-Singer (bass, keyboards, backing vocals), and Joe Seaward (drums).

All four members of the band met at St Edward's School in Oxford. Dave Bayley attended St Edward's on a music scholarship and was introduced to Drew MacFarlane <a href=""https://www.last.fm/music/Glass+Animals"">Read more on Last.fm</a>","Sir Sly, Max Frost, half•alive, alt-J, Joywave"
Álvaro De Luna,416501,27732," <a href=""https://www.last.fm/music/%C3%81lvaro+De+Luna"">Read more on Last.fm</a>","Vicco, Lola Indigo, Dvicio, Lérica, Ana Mena"
Nil Moliner,653090,32039,"Nil Moliner es músico y compositor, o como le gusta decir, “escribo
canciones y me río mucho”.
Con su disco debut Bailando en la batalla ha alcanzado el nº2 en la
lista oficial de ventas de álbumes en España. Con su single ""Soldadito
de Hierro (feat. Dani Fernández) ha ganado el certificado de Triple
Disco de Platino en España.
Además, Nil Moliner cuenta ya con varios Disco de Platino por Mi
Religión (x2), ""Bailando, ""Esperando, ""Libertad (x2) y también varios <a href=""https://www.last.fm/music/Nil+Moliner"">Read more on Last.fm</a>","Maldita Nerea, Miki Núñez, Despistaos, Dvicio, Rozalén"
Hotel Ugly,35943101,1417101,"Hotel Ugly’s musical background can be attributed to a number of factors. Influenced at a young age, their music centric backgrounds has given them the legs to stand in their music production. Excelling in different aspects, Mike and Chris both have mastered their craft.

Mike’s skills in music production and audio engineering have been finely combed through the years. Chris’s attention when it comes to songwriting and instrumental is unmatched. <a href=""https://www.last.fm/music/Hotel+Ugly"">Read more on Last.fm</a>","Ralph Castelli, Mind’s Eye, Hector Gachan, crisaunt, Wabie"
El Duende Callejero,35595,3240," <a href=""https://www.last.fm/music/El+Duende+Callejero"">Read more on Last.fm</a>","RaulE, Salistre, Astola, Cosa de Dos Flamenco, Diván du Don"
Luis Cortés,47595,4772," <a href=""https://www.last.fm/music/Luis+Cort%C3%A9s"">Read more on Last.fm</a>","Indara, Antoñito Molina, Daviles de Novelda, RaulE, Lorena Santos"
Dvicio,971876,58692,"Dvicio, known as DVICIO or just DV, is a Spanish pop group. DVICIO signed to Sony Music Spain.

History
During their childhood, the group were close friends who decided to form a group. The beginnings of Dvicio go back to 2009 when the present band members performed under the name Tiempo Límite, encouraged by the success of the popular band El Canto del Loco. As Tiempo Límite, they had minor hits with ""Detrás de mis miedos"" and ""Dueña de mi mente"". <a href=""https://www.last.fm/music/Dvicio"">Read more on Last.fm</a>","Álvaro De Luna, Despistaos, Nil Moliner, Cali & El Dandee, Pablo Alborán"
Diego Torres,2013246,232401,"Diego Antonio Caccia Torres (born March 9, 1971 in Buenos Aires, Argentina) is an Argentine pop singer and composer. He launched his first album, ""Diego Torres"", produced by Cachorro López. This album was rewarded 3 times platinum.

Two years later, and a little distant from TV, he launched his second album called ""Tratar de estar mejor"" which received 5 platinum albums in Argentina and gold and platinum albums in other Latin American countries. This album launched Torres to the international scene. <a href=""https://www.last.fm/music/Diego+Torres"">Read more on Last.fm</a>","Bacilos, Carlos Vives, Franco De Vita, Fonseca, Ricardo Montaner"
DJ Matrix,317858,31703," <a href=""https://www.last.fm/music/DJ+Matrix"">Read more on Last.fm</a>","Gabry Ponte, Max Pezzali, Vasco Rossi, Il Pagante, Ma.Bra."
Ava Max,53013346,1278334,"Amanda Ava Koci (born February 16, 1994), known professionally as Ava Max, is an American singer and songwriter. Ava first got her start in the music industry in 2008 as Amanda Kay, in which she released her first EP titled “Amanda Kay” that year. The EP featured 6 songs that were co-written and produced by Kevin Rudolf. 

Ava would then restart her music career under the name AVA in 2013 and release the single, “Take Away the Pain”.  A year later, she would meet music producer Cirkut and begin recording songs with him. <a href=""https://www.last.fm/music/Ava+Max"">Read more on Last.fm</a>","Bebe Rexha, Kim Petras, Dua Lipa, Mabel, Meghan Trainor"
Edurne,904108,68349,"Edurne García Almagro (Madrid, Spain, born 22 December 1985), known professionally as Edurne, is a Spanish pop singer, actress and TV presenter. She rose to fame in late 2005 when she auditioned for the talent television show Operación Triunfo on Telecinco. She will represent Spain in the Eurovision Song Contest 2015 with the song ""Amanecer"".

Edurne started attending auditions as a child. At 9, she became a member of children's music group Trastos. <a href=""https://www.last.fm/music/Edurne"">Read more on Last.fm</a>","Ruth Lorenzo, Pastora Soler, Ana Guerra, Miriam Rodríguez, Belén Aguilera"
Ana Mena,3272014,102388,"Ana Mena Rojas (born February 25, 1997) is a Spanish singer and actress. She began her career in 2011 in the TV series Marisol, la película (2011). Her musical career began in 2016, when she released her debut single ""No Soy Como Tú Crees"". Mena has collaborated with many well known artists since, including Becky G, CNCO and Lali. In 2018, she released her debut studio album, Index. <a href=""https://www.last.fm/music/Ana+Mena"">Read more on Last.fm</a>","Aitana, Belén Aguilera, Vicco, Lola Indigo, Sofía Martín"
Joel Corry,10363060,729083,"Joel Corry is a British DJ, producer and television personality. He rose to fame in 2019 with the release of his single ""Sorry"", with vocals by Hayley May, which reached number six on the UK Singles Chart. In 2020, Corry released the singles ""Lonely"" and ""Head & Heart."" <a href=""https://www.last.fm/music/Joel+Corry"">Read more on Last.fm</a>","Nathan Dawe, Sigala, Jax Jones, Regard, Meduza"
Lele Pons,1339118,165776,"Eleonora ""Lele"" Pons Maronese (born June 25, 1996) is a venezuelan internet celebrity, YouTuber, actress, singer, dancer, model and former host of La Voz... México.

Pons came to prominence on Vine, before the platform shut down in 2016. She has since branched out, creating comedy sketches for YouTube, where she now has over 14 million subscribers, and 35.3 million followers on Instagram. She has acted in film, television, and in music videos, has released her own music, and co-authored a novel in 2016.  <a href=""https://www.last.fm/music/Lele+Pons"">Read more on Last.fm</a>","Natti Natasha, Becky G, Sofia Reyes, Sofía Reyes, J Balvin"
twocolors,2565858,254628,"twocolors is Pierro and Emil, a German DJ/producer-duo who formed the group in 2015.  Both Pierro and Emil were born and raised in Berlin.  Their major-label debut,""Lovefool"" (a cover/rework of the the song by ""The Cardigans"", surpassed 210 million Spotify streams upon it's release.  They have since released several other tracks which have seen similar success. <a href=""https://www.last.fm/music/twocolors"">Read more on Last.fm</a>","Felix Jaehn, Topic, Fast Boy, Toby Romeo, Glockenbach"
Jerry Di,538566,62684,"Omeba Soto (born November 26, 1992), known professionally as Jerry Di, is one of Venezuela's most important singers and composers.
usic has always been the best therapy for Jerry Di. He claims that life taught him to compose, while music itself taught him to live. He’s mainly influenced by reggaeton, ballads and hip hop in Spanish. <a href=""https://www.last.fm/music/Jerry+Di"">Read more on Last.fm</a>","Beéle, Dalex, Sech, Alex Rose, Justin Quiles"
Danna Paola,7410791,228215,"Danna Paola Rivera Munguía (born June 23, 1995). Beginning at the age of four, Mexico's Danna Paola has lived in the pop-culture spotlight. The winner of many acting and singing awards, Paola began her career as a member of the Mexican television cast of Sesame Street, then at age six won her first leading role in the children's telenovela María Belén and cut her debut album, Mi Globo Azul. The irrepressible youngster with the killer dance moves became a pop sensation at nine with the charting Océano <a href=""https://www.last.fm/music/Danna+Paola"">Read more on Last.fm</a>","Kenia Os, Paty Cantú, Belinda, Tini, HA-ASH"
